idx	source	text
640	hindi_panchtan	एक घने जंगल में महाचतुर्का नाम का सियार रहता था।
641	hindi_panchtan	एक बार वह भोजन की तलाश में घूमते घूमते एक मरे हुए हाथी के पास पहुँचा।
642	hindi_panchtan	लेकिन उसके दांत इतने मजबूत नहीं थे कि वह हाथी का मांस चीरकर खा सके। तभी वहाँ एक शेर आता है।
643	hindi_panchtan	सियार उससे कहता है कि हाथी को खा लीजिए मैं आपके लिए ही इसकी सुरक्षा कर रहा था।
644	hindi_panchtan	लेकिन शेर कहता है कि वह बासी मांस नहीं खाता। शियार खुश हो जाता है तभी वहाँ एक बाघ आता है।
645	hindi_panchtan	सियार बाघ से कहता है कि किसी ने इस हाथी को जहरीले तीर से मारा है। बाघ डर जाता है और चला जाता है।
646	hindi_panchtan	तभी वहाँ कुछ बाज़ आते हैं।
647	hindi_panchtan	सियार कहता है कि उसने इस हाथी का शिकार किया है और इसकी चमड़ी को दो शिकारियों को बेचा है।
648	hindi_panchtan	यदि शिकारियों ने तुम्हें देख लिया तो वह तुम्हारा शिकार कर देंगे। बाज़ भी डर कर उड़ जाते हैं।
649	hindi_panchtan	अंत में वहाँ एक तेंदुआ आता है। सियार तेंदुए से कहता है आप इस हाथी का मांस खा सकते हैं।
650	hindi_panchtan	इसका शिकार एक शेर ने किया है वह अपने परिवार को लाने गया है।
651	hindi_panchtan	जब तक शेर नहीं आता आप इसे खा लीजिए जैसे ही वह आएगा मैं आपको बता दूँगा।
652	hindi_panchtan	तेंदुआ हाथी की चमड़ी फाड़कर जैसे ही मांस खाने लगता है तभी सियार जोर से चिल्लाता है शेर आया शेर आया।
653	hindi_panchtan	तेंदुआ डर के मारे तेज़ी से भाग जाता है। चालाक सियार अब आराम से कई दिनों तक हाथी का मांस खाता है।
654	hindi_panchtan	मतलबी दोस्तों से दूरी ही अच्छी। एक जंगल में मड़ोदका नाम का शेर रहता था। उसके तीन मित्र थे गीदड़ कौवा और भेड़िया।
655	hindi_panchtan	वे तीनों ही स्वार्थी थे। वे शेर के साथ इसलिए रहते थे क्योंकि उन्हें आसानी से खाना मिल जाता था।
656	hindi_panchtan	एक बार उस जंगल में भटकता हुआ एक ऊंट आ गया।
657	hindi_panchtan	गीदड़ कौआ और भेड़िया सोचने लगे कि इसकी जानकारी शेर को देनी चाहिए ताकि शेर उसका शिकार कर ले और सबको उसका मांस मिल जाए।
658	hindi_panchtan	जब उन्होंने शेर को ऊंट के बारे में बताया तो शेर ने कहा। हम उसे मार नहीं सकते वह हमारा अतिथि है।
659	hindi_panchtan	तुम सब उससे मित्रता कर लो। इस प्रकार गीदड़ कौवा और भेड़िया ऊंट के मित्र बनने का नाटक करने लगे।
660	hindi_panchtan	एक बार शेर की लड़ाई हाथी से हुई।
661	hindi_panchtan	उस लड़ाई के बाद शेर काफ़ी कमजोर पड़ गया और वह शिकार करने के योग्य नहीं रहा।
662	hindi_panchtan	कई दिन बीत गए और खाने को कुछ नहीं बचा। गीदड़ कौआ और भेड़िया ने ऊँट को मरवाने की एक योजना बनाई।
663	hindi_panchtan	शेर की दयनीय हालत देखकर कौवा बोला। गीदड़ बोला अरे तुम्हारा शरीर तो कितना छोटा है। इससे शेर का पेट थोड़े ही भरेगा।
664	hindi_panchtan	फिर गीदड़ और भेड़िया दोनों कहने लगे कि शेर उन्हें खा ले। कौआ बोला, तुम्हारा शरीर भी छोटा है। इससे सबका पेट नहीं भरेगा।
665	hindi_panchtan	ऊँट को लगा कि उसे भी अब अपने आप को समर्पित करना चाहिए।
666	hindi_panchtan	जैसे ही ऊंट ने कहा कि उसे खा लिया जाए वैसे ही तीनों मित्र उस पर झपट पड़े।
667	hindi_panchtan	शेर को लगा कि यह तो ऊँट की ही इच्छा थी इसलिए वह कुछ नहीं बोला।
668	hindi_panchtan	सब ने मिलकर ऊँट के कई टुकड़े कर दिए और कई दिनों तक भोजन करते रहे।
669	hindi_panchtan	इस कहानी से हमें यह शिक्षा मिलती है कि उन लोगों से हमेशा सावधान रहें जो आपको नुकसान पहुँचाने के लिए मीठी मीठी बातें करके आपके मित्र बनने का दिखावा करते हैं।
670	hindi_panchtan	एक गाँव में एक गरीब ब्राह्मण रहता था। वह आस पास के गाँवों में जाकर पूजा पाठ और हवन कराया करता था।
671	hindi_panchtan	एक बार उसके घर एक ब्राह्मण आया और कहने लगा। मैं यहां किसी पूजा के लिए आया हूं।
672	hindi_panchtan	क्या मैं कुछ दिनों तक आपके घर में रह सकता हूँ।
673	hindi_panchtan	ब्राह्मण उसका तहे दिल से स्वागत करते हैं और अपने घर में रहने के लिए कह देते हैं।
674	hindi_panchtan	एक दिन ब्राह्मण अपनी पत्नी से कहता है। इसलिए हमारे अतिथि का विशेष ख्याल रखना। इन्हें अच्छे से भोजन कराना।
675	hindi_panchtan	यह सुनकर उसकी पत्नी गुस्सा हो जाती है और कहती है कि घर में तो कुछ भी नहीं है।
676	hindi_panchtan	मेरे पास ना गहने हैं और ना ही अच्छे कपड़े। ब्राह्मण अपनी पत्नी को समझाते हुए कहता है। हम गरीब हैं तो क्या हुआ?
677	hindi_panchtan	वास्तविक भोजन से ज़्यादा हमारी भावना अधिक मायने रखती है।
678	hindi_panchtan	ब्राह्मण की पत्नी के पास थोड़े से तिल होते हैं वह तिल की मिठाई बनाकर उसे अतिथि ब्राह्मण को खिला देती है।
679	hindi_panchtan	इस कहानी से हमें यह शिक्षा मिलती है कि मेहमान निवाज़ी अच्छे व्यवहार की एक निशानी है।
680	hindi_panchtan	लालची सारस तालाब के पास एक बूढ़ी सारस रहती थी। बूढ़े होने के कारण वह भोजन की व्यवस्था नहीं कर पा रही थी।
681	hindi_panchtan	एक दिन वह भूख के मारे रोने लगती है। तभी एक केकड़ा वहाँ आता है और रोने का कारण पूछता है।
682	hindi_panchtan	सारस कहता है मुझे कल एक भविष्य वक्ता ने बताया कि इस तालाब के सभी जीव की मृत्यु हो जाएगी।
683	hindi_panchtan	यह सुनकर तालाब के सभी जीव चिंतित हो जाते हैं।
684	hindi_panchtan	तभी सारस कहता है कि वह सभी को एक एक करके अपनी पीठ पर बिठाकर दूसरे तालाब में छोड़ देगा।
685	hindi_panchtan	इस प्रकार वह रोज़ एक एक मछली अपनी पीठ पर लेकर तालाब जाने की बजाय पास की पहाड़ी पर ले जाता है और उसे मारकर खा लेता है।
686	hindi_panchtan	खूब सारी मछलियाँ खाकर सारस मोटा और तगड़ा हो जाता है।
687	hindi_panchtan	एक दिन उसे केकड़ा मिलता है और उससे कहता है कि वह उसे भी दूसरे तालाब में ले जाए।
688	hindi_panchtan	सारस केकड़े को पीठ पर बिठाकर उड़ने लगता है। केकड़ा उससे पूछता है कि तालाब कितनी दूर है।
689	hindi_panchtan	गुस्से में सारस उसे बता देता है कि वह उसे मारने के लिए ले जा रहा है।
690	hindi_panchtan	केकड़ा अपने पंजों से उसकी गर्दन दबा लेता है और कहता है कि उसे सही सलामत वापस तालाब में पहुँचा दे वरना वह उसकी गर्दन दबोच लेगा।
691	hindi_panchtan	सारस उस केकड़े को तालाब में छोड़ देता है।
692	hindi_panchtan	केकड़ा तालाब के सभी जीवों को सारस की असलियत बता देता है और फिर सभी मिलकर सारस को मार देते हैं।
693	hindi_panchtan	इस कहानी से हमें यह शिक्षा मिलती है कि कभी भी ज़्यादा लालच नहीं करना चाहिए।
694	hindi_panchtan	बहुत समय पहले एक सागर दत्ता नाम का व्यापारी रहता था। एक बार उसका बेटा कविता की एक पुस्तक ले आया।
695	hindi_panchtan	उस पुस्तक की एक पंक्ति जो भाग्य में लिखा है वह मिलकर रहेगा।
696	hindi_panchtan	इस पंक्ति को वह इतनी बार दोहराता है कि सभी उसे इसी नाम से पुकारने लगते हैं।
697	hindi_panchtan	एक दिन चंद्रावती नाम की राजकुमारी मेले में एक राजकुमार को देखती है। और उसे उससे प्यार हो जाता है।
698	hindi_panchtan	राजकुमारी अपनी नौकरानी के माध्यम से राजकुमार को मिलने के लिए बुलाती है।
699	hindi_panchtan	लेकिन जिस दिन उन्हें मिलना होता है उस दिन राजकुमार नहीं आता।
700	hindi_panchtan	वहीं महल के पास व्यापारी का बेटा टहल रहा होता है कि तभी उसकी नज़र राजकुमारी के कमरे से लटकती हुई रस्सी पर पड़ती है।
701	hindi_panchtan	राजकुमारी तो राजकुमार का इंतज़ार कर रही होती है लेकिन उसके कमरे में व्यापारी का बेटा आ जाता है।
702	hindi_panchtan	अंधेरा होने के कारण राजकुमारी उसे राजकुमार समझकर अपने दिल की बातें करने लगती है। लेकिन राजकुमार को काफ़ी देर तक चुप बैठा देख।
703	hindi_panchtan	जब वह उससे प्रश्न करती है तो व्यापारी का बेटा कहता है जो भाग्य में लिखा है वह मिलकर रहेगा।
704	hindi_panchtan	राजकुमारी उसे गुस्से से बाहर निकाल देती है। व्यापारी का बेटा मंदिर पहुँचता है।
705	hindi_panchtan	मंदिर का पुजारी उसे एक कमरे में विश्राम करने को कहता है। लेकिन वह गलती से दूसरे कमरे में चला जाता है।
706	hindi_panchtan	उस कमरे में चौकीदार की बेटी विनयवती अपने प्रेमी का इंतज़ार कर रही होती है।
707	hindi_panchtan	अंधेरे के कारण वह उसे अपना प्रेमी समझ गंधर्व विधि से उससे विवाह कर लेती है।
708	hindi_panchtan	जब वह अपने प्रेमी से बात करने को कहती है तो व्यापारी का बेटा कहता है जो भाग्य में लिखा है वह मिलकर रहेगा।
709	hindi_panchtan	विनयवती उसे धक्के मारकर बाहर निकाल देती है। अब व्यापारी का बेटा थोड़ी दूर पर हो रही शादी में शामिल हो जाता है।
710	hindi_panchtan	दुल्हे का नाम वरा कीर्ति होता है। तभी वहाँ एक पागल हाथी आ जाता है।
711	hindi_panchtan	व्यापारी का बेटा अपनी जान पर खेलकर दुल्हन को बचा लेता है और हाथी को बांध देता है।
712	hindi_panchtan	दुल्हन कोई और नहीं बल्कि चंद्रावती नाम की राजकुमारी ही होती है।
713	hindi_panchtan	वह व्यापारी के बेटे से विवाह कर लेती है और खुशी खुशी रहने लगती है। अतः अंत में वही होता है जो भाग्य में लिखा है। इस कहानी से हमें यह शिक्षा मिलती है कि भाग्य जीवन में एक महत्वपूर्ण भूमिका निभाता है।
714	hindi_panchtan	इस प्रकार दान करते करते एक बार वह निर्धन हो गया।
715	hindi_panchtan	एक दिन रात में सोते सोते उसने सोचा कि वह भूखा रहकर आत्महत्या कर लेगा। उसी रात उसने स्वप्न में जैन सन्यासी को देखा।
716	hindi_panchtan	वह सन्यासी बोले मैं कल तुम्हारे घर आऊंगा। तुम मेरे सिर पर डंडा मारना और मैं तभी सोने का हो जाऊँगा।
717	hindi_panchtan	अगले दिन सुबह एक जैन सन्यासी आता है। उसी दौरान एक नाई भी व्यापारी के पत्नी के पैरों की मालिश करने आता है।
718	hindi_panchtan	व्यापारी जैन सन्यासी को डंडा मारते हैं और तभी वह शरीर सोने का हो जाता है। नाई चुपके से यह सब देख लेता है।
719	hindi_panchtan	अगले दिन वह कुछ साधुओं को अपने घर बुलाता है और यह सोचकर कि डंडा मारने से यह भी सोने के हो जाएंगे सभी को जोर से सिर पर डंडा मार देता है।
720	hindi_panchtan	कुछ साधु मर जाते हैं और कुछ को भयंकर चोट लगती है। जब न्यायालय में नाई से ऐसा करने का कारण पूछा जाता है।
721	hindi_panchtan	तो वह कहता है कि उसने यह सब व्यापारी को देखकर किया है। व्यापारी न्यायाधीश को पूरी बात बता देते हैं।
722	hindi_panchtan	न्यायाधीश नाई को फांसी की सज़ा सुनाते हैं।
723	hindi_panchtan	इस कहानी से हमें यह शिक्षा मिलती है कि बिना विचारे दूसरों की नकल करना खतरनाक हो सकता है।
724	hindi_panchtan	एक छोटे से गाँव में एक ब्राह्मण अपनी पत्नी के साथ रहता था। उनके कोई संतान नहीं थी।
725	hindi_panchtan	काफ़ी मन्नतों के बाद उनके यहाँ एक बच्चा पैदा हुआ। लेकिन वह बच्चा एक साँप था।
726	hindi_panchtan	ब्राह्मण की पत्नी उस साँप को अपना बच्चा ही समझती थी और उसका पालन पोषण करती थी।
727	hindi_panchtan	जब साँप बड़ा हो जाता है तो ब्राह्मण की पत्नी ब्राह्मण से कहती है कि साँप की शादी करवा देनी चाहिए।
728	hindi_panchtan	ब्राह्मण दुखी होकर सोचता है कि साँप को भला कौन अपनी बेटी देगा।
729	hindi_panchtan	लेकिन अपनी पत्नी की ज़िद के कारण वह सबसे विवाह की बात करने लगता है।
730	hindi_panchtan	एक दिन वह अपने पुराने मित्र को यह बात बताता है।
731	hindi_panchtan	उसका मित्र कहता है कि वह अपनी बेटी का विवाह साँप से कर देगा।
732	hindi_panchtan	साँप और लड़की का विवाह हो जाता है और वे खुशी खुशी रहने लगते हैं।
733	hindi_panchtan	तभी एक दिन जब साँप अपनी टोकरी से बाहर निकलता है। तभी वह एक लड़का बन जाता है।
734	hindi_panchtan	उसकी पत्नी उसे मानव के रूप में देख बहुत खुश हो जाती है।
735	hindi_panchtan	इस तरह वह साँप कभी साँप कभी मानव का रूप बदलता रहता है।
736	hindi_panchtan	एक दिन जब साँप मानव के रूप में होता है तो उसके पिता साँप की केंचली को लेकर आग में जला देते हैं।
737	hindi_panchtan	उसका बेटा उसके पास भाग कर आता है। और अपने पिता को अपनी जान बचाने के लिए धन्यवाद कहता है।
738	hindi_panchtan	वह केचुली वास्तव में उसे श्राप स्वरूप मिली थी। इस प्रकार ब्राह्मण का पूरा परिवार खुशी खुशी जीवन व्यतीत करने लगता है।
739	hindi_panchtan	इस कहानी से हमें यह शिक्षा मिलती है कि दुख के बाद सुख अवश्य आता है।
740	hindi_panchtan	राजा के शयन कक्ष में एक सफ़ेद जू रहती थी जिसका नाम मंदरी सर्पनि था।
741	hindi_panchtan	वह चादर के कोने में छुपकर रहती थी और रात में जब राजा सो जाया करते थे तब वह उनका खून चूसती थी।
742	hindi_panchtan	एक दिन रात में राजा के शयन कक्ष में अग्निमुखा नाम का एक खटमल आ जाता है।
743	hindi_panchtan	जूं उससे कहती है यह कक्ष मेरा है।
744	hindi_panchtan	लेकिन खटमल जू से मीठी मीठी बातें करने लगता है और कहता है कि वह तो अतिथि है।
745	hindi_panchtan	उसे बस आज आज यहाँ रहने दिया जाए। जूं उसकी बातों में आकर उसे एक दिन रहने की आज्ञा दे देती है।
746	hindi_panchtan	लेकिन जूं खटमल से कहती है कि वह राजा का खून नहीं चूसे।
747	hindi_panchtan	खटमल कहता है कि उसे बस थोड़ी देर खून चूसने दिया जाए नहीं तो अतिथि भूखा रह जाएगा।
748	hindi_panchtan	जूं कहती है ठीक है लेकिन इस बात का ध्यान रहे कि राजा को तकलीफ़ ना हो।
749	hindi_panchtan	जब रात में राजा सो जाते हैं तो लालची खटमल उनका खून चूसने लगता है।
750	hindi_panchtan	थोड़ी देर बाद राजा को खुजली होने लगती है और वह तुरंत उठकर बैठ जाते हैं।
751	hindi_panchtan	राजा के नौकर खटमल को ढूँढ़ने लगते हैं लेकिन चालाक खटमल बिस्तर के जोड़ में छिप जाता है। जबकि जूं पकड़ी जाती है।
752	hindi_panchtan	राजा के नौकर जूं को पकड़कर उसे मार देते हैं।
753	hindi_panchtan	इस कहानी से हमें यह शिक्षा मिलती है कि अनजान लोगों पर कभी भी विश्वास नहीं करना चाहिए।
754	hindi_panchtan	छोटा सा चूहा और बड़ा सा हाथी। एक गाँव में भूकंप आता है और सभी घर नष्ट हो जाते हैं।
755	hindi_panchtan	गांव के सभी लोग गांव छोड़कर दूसरे गांव में चले जाते हैं। उन टूटे फूटे घरों में चूहे रहने लगते हैं।
756	hindi_panchtan	और धीरे धीरे उनकी संख्या करोड़ों तक पहुँच जाती है।
757	hindi_panchtan	उसी गाँव के पास एक तालाब था जहाँ हाथियों का झुंड पानी पीने आया करता था।
758	hindi_panchtan	लेकिन हाथियों को तालाब तक पहुँचने के लिए उस गाँव से गुज़रना पड़ता था।
759	hindi_panchtan	इस वजह से हाथियों के पैरों के नीचे कई चूहे कुचल जाया करते थे। सभी चूहे हाथियों से बहुत दुखी थे।
760	hindi_panchtan	एक दिन चूहों का राजा हाथी के राजा से मिलने गया। उसने अपनी समस्या बताई। कृपया आप अपना रास्ता बदल लीजिए।
761	hindi_panchtan	यदि कभी आपको ज़रूरत पड़ी तो हम चूहे भी आपके काम अवश्य आएँगे। हाथी का राजा हंसते हुए बोला,।
762	hindi_panchtan	अरे तुम तो कितने छोटे हो, हमारे क्या काम आओगे?
763	hindi_panchtan	लेकिन फिर भी मैं तुमसे वादा करता हूँ कि अब से हाथी दूसरे रास्ते से तालाब आया करेंगे।
764	hindi_panchtan	कुछ दिनों बाद पास के राजा अपने सैनिकों से कहते हैं कि वे अपनी सेना में हाथियों की संख्या बढ़ाना चाहते हैं।
765	hindi_panchtan	इसलिए जाओ और हाथियों को पकड़ कर लाओ। सैनिक तालाब के पास हाथियों के झुंड को देखकर उन्हें जाल में बांध लेते हैं।
766	hindi_panchtan	हाथियों का राजा जोर से चिल्लाकर चूहों के राजा को पुकारता है।
767	hindi_panchtan	हाथी की आवाज़ सुन करोड़ों चूहे वहाँ आ जाते हैं और जाल को कुतर देते हैं।
768	hindi_panchtan	सभी हाथी आज़ाद हो जाते हैं और चूहों का धन्यवाद कर उनसे मित्रता कर लेते हैं।
769	hindi_panchtan	इस कहानी से हमें यह शिक्षा मिलती है कभी कभी कमजोर दिखने वाले लोग भी दूसरों से ताकतवर साबित होते हैं।
770	hindi_panchtan	शेरनी और सियार का बच्चा। एक जंगल में शेर अपनी पत्नी और दो बच्चों के साथ रहता था।
771	hindi_panchtan	एक दिन वह भोजन की तलाश में निकला और उसे एक छोटा सा सियार का बच्चा दिखाई दिया।
772	hindi_panchtan	शेर को बच्चे पर दया आई और वह उसे मारे बिना अपनी गुफा में ले आया।
773	hindi_panchtan	शेरनी सियार के बच्चे को अपनाकर उसका भी पालन पोषण करने लगी।
774	hindi_panchtan	एक दिन शेर के बच्चे और सियार का बच्चा तीनों गुफा के बाहर खेल रहे होते हैं।
775	hindi_panchtan	तभी उन्हें वहाँ एक हाथी दिखाई देता है। शेर के बच्चे अपनी प्रवृत्ति के अनुसार हाथी पर हमला करने को तैयार हो जाते हैं।
776	hindi_panchtan	जबकि सियार का बच्चा डर कर कहता है, घर चलो, यह तो बहुत बड़ा जानवर है।
777	hindi_panchtan	शेर के बच्चों को सियार के बच्चे का डरपोक बर्ताव अजीब सा लगता है। और वह अपनी माँ से इसकी शिकायत करते हैं।
778	hindi_panchtan	शेरनी को लगता है कि अब उसे सियार के बच्चे को सब कुछ सच बता देना चाहिए।
779	hindi_panchtan	वह सियार के बच्चे को बुलाकर सब कुछ सच बता देती है और कहती है तुम अनाथ थे इसलिए हम तुम्हें पालने लगे।
780	hindi_panchtan	यह सच है कि तुम चतुर और होशियार हो लेकिन सियार कभी हाथी को नहीं मार सकते।
781	hindi_panchtan	इससे पहले कि मेरे बच्चों को तुम्हारे सियार होने की बात पता चले।
782	hindi_panchtan	और वे तुम्हें मार दें तुम यहाँ से चले जाओ और अपने साथ के लोगों के साथ रहो।
783	hindi_panchtan	सियार का बच्चा सच जानकर डर जाता है और अपने लोगों के साथ रहने गहरे जंगल में चला जाता है।
784	hindi_panchtan	इस कहानी से हमें यह शिक्षा मिलती है। कि हमेशा अपने जैसों के साथ ही रहना चाहिए। शेर और गंदी बदबू।
785	hindi_panchtan	एक दिन उसकी पत्नी ने उससे कहा कि उसके मुँह में से बदबू आ रही है। शेर को यह सुनकर बहुत गुस्सा आया।
786	hindi_panchtan	और उसने इसकी जांच करवाने के लिए अपनी सभा के सदस्यों को बुलवाया।
787	hindi_panchtan	सबसे पहले उसने भेड़ से पूछा कि क्या वाकई मुँह में से बदबू आ रही है। भेड़ ने सोचा कि उसने यदि सच बोला।
788	hindi_panchtan	भेड़ ने सोचा कि उसे सच बोलना चाहिए। हाँ महाराज आज आपके मुँह से बदबू तो आ ही रही है।
789	hindi_panchtan	शेर को यह जवाब सुनकर बहुत गुस्सा आया। और उसने भेड़ को मार दिया। फिर शेर ने भेड़िये से पूछा।
790	hindi_panchtan	भेड़िये ने सोचा कि सच बोलने पर उसका भी वही हाल होगा जो भेड़ का हुआ है।
791	hindi_panchtan	किसने कहा कि आपके मुंह से बदबू आ रही है? आपके मुँह से तो गुलाब के फूलों की महक आ रही है।
792	hindi_panchtan	शेर को यह सुनकर और भी गुस्सा आया और वह बोला चापलूस कहीं के अभी बताता हूँ। शेर ने भेड़िए को भी मार दिया।
793	hindi_panchtan	अंत में लोमड़ी की बारी आई। उससे भी शेर ने वही प्रश्न पूछा।
794	hindi_panchtan	लोमड़ी ने भेड़ और भेड़िये की दुर्दशा देखी और वह अपना गला ठीक करते हुए बोला, महाराज मुझे तो दो तीन दिन से सर्दी और जुखाम हो रखा है।
795	hindi_panchtan	इसलिए मुझे ना तो बदबू और ना ही महक का पता चल रहा है। यह सुनकर शेर लोमड़ी को छोड़ देते हैं।
796	hindi_panchtan	इस कहानी से हमें यह शिक्षा मिलती है कि संकट के समय चुप रहने में ही भलाई है।
797	hindi_panchtan	एक गाँव में चार ब्राह्मण रहते थे। वे काफ़ी पढ़े लिखे थे लेकिन वे अपने ज्ञान से संतुष्ट नहीं थे।
798	hindi_panchtan	इसलिए चारों ने विश्वविद्यालय में दस साल और पढ़ाई की।
799	hindi_panchtan	पढ़ाई पूरी करने के बाद उन्होंने सोचा कि उन्हें संस्कृत और बाकी विषयों का काफ़ी ज्ञान प्राप्त हो गया है।
800	hindi_panchtan	अब अपने गाँव लौट जाना चाहिए। चलते चलते वे वहाँ पहुँचे जहाँ दो सड़क आपस में मिल गई थी।
801	hindi_panchtan	तभी वहाँ कुछ लोग शव यात्रा में जाते हुए दिखे। चारों ब्राह्मण उन लोगों के साथ चलते चलते श्मशान घाट पहुँच गए।
802	hindi_panchtan	वहां उन्हें एक गधा दिखाई दिया।
803	hindi_panchtan	एक ब्राह्मण ने अपना शास्त्र निकाला और उसे पढ़कर बोला जो भी श्मशान घाट में मिलता है वही सच्चा मित्र है।
804	hindi_panchtan	वहीं उन्हें तेज़ी से आता हुआ एक ऊंट भी दिखाई दिया।
805	hindi_panchtan	ब्राह्मण फिर शास्त्र पढ़ते हैं उसमें लिखा होता है कि धर्म तेजी से बढ़ता है।
806	hindi_panchtan	वह ऊँट को तेज़ी से चलता हुआ देखकर उसे धर्म मान लेते हैं। और गधे और ऊँट को साथ में लेकर चलने लगते हैं।
807	hindi_panchtan	तभी गधे का मालिक धोबी आता है और लाठी लेकर ब्राह्मणों का पीछा करता है। चारों ब्राह्मण भागते भागते।
808	hindi_panchtan	नदी के किनारे पहुँच जाते हैं। नदी में पलाश के पत्ते को तैरता हुआ देख। एक ब्राह्मण कहता है यह तो बेड़ा है।
809	hindi_panchtan	यही हमारी जान बचाएगा। वह ब्राह्मण पत्ते पर कूद जाता है और डूबने लगता है। दूसरा ब्राह्मण उसे डूबता हुआ देखकर सोचता है।
810	hindi_panchtan	यदि कोई चीज़ पूरी तरह नष्ट हो रही हो तो कम से कम उसका आधा हिस्सा तो बचा ही लेना चाहिए।
811	hindi_panchtan	यह सोचकर वह तलवार से अपने डूबते हुए मित्र के दो टुकड़े कर लेता है।
812	hindi_panchtan	चलते चलते तीनों ब्राह्मण पास के गाँव में पहुँचते हैं। वहाँ उन्हें गाँव वाले भोजन के लिए आमंत्रित करते हैं।
813	hindi_panchtan	पहले ब्राह्मण को सेवइयाँ परोसी जाती हैं। उसे शास्त्र की बात याद आ जाती है।
814	hindi_panchtan	कि जो चीजें लंबी होती हैं वह विनाश का कारण होती हैं। यह सोच वह भोजन नहीं खाता और चल देता है।
815	hindi_panchtan	दूसरे ब्राह्मण को नारियल से बना व्यंजन परोसा जाता है।
816	hindi_panchtan	उसे फिर अपने शास्त्र का ध्यान आता है और वह यह सोचते हुए कि झागदार चीजें अस्थायी होती हैं भोजन छोड़कर बाहर निकल जाता है।
817	hindi_panchtan	तीनrd ब्राह्मण को गोल आकार का व्यंजन परोसा जाता है। जिसके बीच में एक छेद होता है।
818	hindi_panchtan	यह देखकर वह सोचता है कि छेद तो दोष का प्रतीक है। वह भी भोजन छोड़कर निकल जाता है।
819	hindi_panchtan	इस प्रकार तीनों पढ़े लिखे मूर्ख भूखे पेट ही किसी तरह अपने गाँव में पहुँच जाते हैं इस कहानी से हमें यह शिक्षा मिलती है कि व्यवहारिक ज्ञान के बिना किताबी ज्ञान बेकार है।
820	hindi_panchtan	चार मित्र और शिकारी। एक जंगल में हिरण चूहा और कौवा तीन मित्र रहा करते थे।
821	hindi_panchtan	एक दिन एक कछुआ आया और उनसे मित्रता का प्रस्ताव रखा। तभी वहाँ एक शिकारी आ गया और उसने कछुए को पकड़ लिया।
822	hindi_panchtan	कौवा उड़कर शिकारी का पीछा करने लगा और उसने हिरण को बताया कि वह नदी किनारे विश्राम कर रहा है।
823	hindi_panchtan	हिरण शिकारी के रास्ते में लेट गया और मरा हुआ होने का नाटक करने लगा।
824	hindi_panchtan	शिकारी ने जब थोड़ी दूर हिरण को मरा हुआ देखा। तो वह कछुए के जाल को वहीं छोड़कर हिरण के पास जाने लगा।
825	hindi_panchtan	इसी बीच चूहा आया और उसने जाल कुतरकर कछुए को बचा लिया।
826	hindi_panchtan	जब तक शिकारी हिरण के पास पहुँचता, तब तक हिरण तेज़ी से भागता हुआ जंगल में छिप गया।
827	hindi_panchtan	निराश शिकारी ने सोचा चलो कोई बात नहीं। हिरण नहीं तो कम से कम कछुआ तो है ही।
828	hindi_panchtan	जब वह अपने जाल के पास पहुँचा और उसने कुतरा हुआ जाल देखा तो उसे लगा यह तो कोई चमत्कार हुआ है।
829	hindi_panchtan	शिकारी बुरी तरह डर गया और जंगल से भाग गया। चारों दोस्त मिलकर खुशी खुशी रहने लगे।
830	hindi_panchtan	इस कहानी से हमें यह शिक्षा मिलती है। कि ज़रूरत पड़ने पर साथ निभाने वाला मित्र ही वास्तव में सच्चा मित्र होता है।
